序號,縣市別代碼,工廠名稱,登記編號,廠址,產業類別,產品名稱
587,66000,三久食品股份有限公司,66002648,臺中市霧峰區南勢里峰東路268號,08食品製造業,081肉類處理及其製品
588,66000,幸福生物科技股份有限公司,66002650,臺中市太平區中興里永義八街32號1樓,08食品製造業,089其他食品
589,66000,歐客佬國際有限公司潭子廠,66002690,臺中市潭子區聚興里豐興路1段350巷1-1號,08食品製造業,089其他食品
590,66000,台唐股份有限公司霧峰廠,66002743,臺中市霧峰區吉峰里吉峰路67巷2弄14號1樓,08食品製造業,089其他食品
591,66000,豐茂食品有限公司,66002801,臺中市西屯區大河里長安路一段152號,08食品製造業,089其他食品
592,66000,餐御宴食品有限公司幼獅廠,66002862,臺中市大甲區日南里工七路26號,08食品製造業,089其他食品
593,66000,協昌油行,66002879,臺中市沙鹿區居仁里台灣大道七段1109巷15號,08食品製造業,084食用油脂
594,66000,汶阼蛋品行,66002916,臺中市神岡區岸裡里中山路214巷9之5號,08食品製造業,089其他食品
595,66000,鑫鼎王餐飲股份有限公司鼎廚台中廠,66002935,臺中市西屯區工業區十路17號4樓,08食品製造業,"081肉類處理及其製品,082水產處理及其製品"
596,66000,西北食品工業股份有限公司台中廠,66003022,臺中市神岡區豐洲里豐工中路11號,08食品製造業,083蔬果處理及其製品
597,66000,榮洲食品股份有限公司二廠,66003031,臺中市西屯區協和里工業區41路33號2、3樓,08食品製造業,083蔬果處理及其製品
598,66000,皇翼股份有限公司,66003068,臺中市神岡區大豐路五段295巷56弄5號,08食品製造業,089其他食品
599,66000,多樂斯國際有限公司,66003099,臺中市潭子區東寶里雅潭路三段116號,08食品製造業,089其他食品
600,66000,鑫暄有限公司台中廠,66003106,臺中市西屯區大河里長安路一段162號1樓,08食品製造業,089其他食品
601,66000,恩霖實業有限公司,66003133,臺中市潭子區大豐里潭富路二段81巷15號3、4樓,08食品製造業,089其他食品
602,66000,泰豪食品有限公司,66003137,臺中市豐原區南村里水源路387號1樓,08食品製造業,089其他食品
603,66000,太陽釀造酒廠有限公司,66003141,臺中市新社區中和街五段103號,"08食品製造業,09飲料製造業","089其他食品,091酒精飲料"
604,66000,侑嘉詮企業有限公司,66003146,臺中市大雅區三和里田心一街11-1號1樓,08食品製造業,086碾榖、磨粉及澱粉製品
605,66000,聯金食品有限公司,66003159,臺中市霧峰區吉峰里吉峰路74號,08食品製造業,089其他食品
606,66000,東豐食品有限公司,66003184,臺中市烏日區前竹里中山路一段和平巷69號,08食品製造業,083蔬果處理及其製品
607,66000,妙活生物科技股份有限公司,66003252,臺中市太平區太平里永豐路85巷23號,08食品製造業,089其他食品
608,66000,惠陞食品有限公司,66003304,臺中市大里區仁德里慈善路138巷18號1樓,08食品製造業,089其他食品
609,66000,禮愫有限公司,66003384,臺中市西屯區大河里福上巷173號,08食品製造業,089其他食品
610,66000,金寶蛋品科技有限公司,66003386,臺中市大里區仁德里慈善路128號1樓,08食品製造業,089其他食品
611,66000,展旺肉品有限公司,66003461,臺中市大里區大元里國中路41號,08食品製造業,081肉類處理及其製品
612,66000,億珍食品有限公司,66003466,臺中市大里區健民里仁化工十九路2號,08食品製造業,089其他食品
613,66000,勝鼎有限公司台中廠,66003475,臺中市西屯區協和里工業區28路461號,08食品製造業,089其他食品
614,66000,廷香有限公司,66003479,臺中市太平區光隆里興隆路一段70巷63號1樓,08食品製造業,081肉類處理及其製品
615,66000,立全實業有限公司,66003493,臺中市太平區宜欣里富平路13巷28號,08食品製造業,081肉類處理及其製品
616,66000,卷卷有限公司,66003615,臺中市烏日區三和里學田路8巷68號1樓,08食品製造業,089其他食品
617,66000,祝噯吃實業有限公司,66003731,臺中市神岡區社南里社南街5巷25號,08食品製造業,089其他食品
618,66000,智凱企業有限公司,66003732,臺中市太平區太平里永平路三段230巷1號,08食品製造業,087動物飼料
619,66000,吉宏食品有限公司,66003759,臺中市龍井區忠和里西濱路三段201號,08食品製造業,081肉類處理及其製品
620,66000,大三沅食品有限公司,66003812,臺中市沙鹿區鹿寮里光明街350巷98號1樓,08食品製造業,089其他食品
621,66000,美佳胜?科技股份有限公司,66003821,臺中市后里區后里里泉州路14之22號,08食品製造業,089其他食品
622,66000,鴻響肉品有限公司,66003844,臺中市龍井區忠和里工業路182巷6號,08食品製造業,"081肉類處理及其製品,089其他食品"
623,66000,曼特食品股份有限公司,66003905,臺中市東區東門里旱溪西路一段177巷3號,08食品製造業,089其他食品
624,66000,華順工貿有限公司,66003957,臺中市烏日區溪埧里溪南路一段715巷1號1樓,08食品製造業,089其他食品
625,66000,華誠食品有限公司,66003981,臺中市大肚區新興里沙田路二段132巷80弄274號,08食品製造業,081肉類處理及其製品
626,66000,火星基地股份有限公司台中廠,66003995,臺中市大肚區王田里沙田路一段320巷33之31號,08食品製造業,089其他食品
627,66000,傑登生研有限公司台中三廠,66004012,臺中市西屯區協和里工業區11路17號,08食品製造業,"085乳品,086碾榖、磨粉及澱粉製品,089其他食品"
628,66000,東榮食品工業有限公司,66004021,臺中市大里區仁德里仁化路701巷22號1樓,08食品製造業,089其他食品
629,66000,洛荷技術股份有限公司,66004044,臺中市太平區中興里永義九街30號,08食品製造業,089其他食品
630,66000,欣利杰寵物食品國際有限公司,66004062,臺中市后里區后里里三豐路212巷16號,08食品製造業,087動物飼料
631,66000,森活食品股份有限公司,66004069,臺中市西屯區協和里工業區一路121號,08食品製造業,089其他食品
632,66000,漢軒生技有限公司,66004077,臺中市大里區大元里中興路二段65巷16弄48號,08食品製造業,089其他食品
633,66000,家鑫企業有限公司,66004087,臺中市東區東門里建德街418巷16弄33號1樓,08食品製造業,089其他食品
634,66000,宏威食品有限公司,66004089,臺中市后里區泉州路21-3號,08食品製造業,089其他食品
635,66000,香山有限公司,66004103,臺中市南屯區寶山里工業區二十二路53號2樓,"08食品製造業,09飲料製造業","089其他食品,092非酒精飲料"
636,66000,金合麥食品股份有限公司,66004129,臺中市神岡區社南里中山路667巷3號,08食品製造業,089其他食品
637,66000,洽富實業股份有限公司,66004148,臺中市梧棲區草湳里自立一街183號,08食品製造業,081肉類處理及其製品
638,66000,千方食品行銷有限公司,66004197,臺中市大里區瑞城里中興路一段2巷51弄2號,08食品製造業,089其他食品
639,66000,松柏食品有限公司,66004211,臺中市大雅區上楓里民生路三段267巷17號,08食品製造業,081肉類處理及其製品
640,66000,佳圓永業有公司,66004307,臺中市大里區大元里環中東路七段36巷11號1樓,08食品製造業,089其他食品
641,66000,注春有限公司,66004308,臺中市南屯區寶山里工業區二十二路53號A棟1樓部分 B棟全部,"09飲料製造業,08食品製造業","083蔬果處理及其製品,089其他食品,092非酒精飲料"
642,66000,萬象生物科技股份有限公司,66004340,臺中市西屯區協和里工業區四十一路23號1樓,08食品製造業,089其他食品
643,66000,辰龍旺國際食品股份有限公司,66004346,臺中市西屯區大河里大河街32巷21號2樓,08食品製造業,089其他食品
644,66000,小順豐事業有限公司,66004386,臺中市大里區金城里塗城路763巷66號1、2樓,08食品製造業,"083蔬果處理及其製品,089其他食品"
645,66000,三柳柳國際餐飲股份有限公司,66004398,臺中市潭子區栗林里中山路三段493巷1號,08食品製造業,089其他食品
646,66000,憶楓食品有限公司,66004451,臺中市太平區宜昌里中山路三段1巷56弄3號,08食品製造業,089其他食品
647,66000,菘?有限公司,66004459,臺中市大甲區頂店里大發路139號,08食品製造業,089其他食品
648,66000,信意企業股份有限公司,66004487,臺中市大雅區上楓里民生路三段313巷29號一樓,08食品製造業,089其他食品
649,66000,正昇食品有限公司,66004502,臺中市烏日區五光里五光路158號1樓,08食品製造業,083蔬果處理及其製品
650,66000,穀哥食品工業股份有限公司,66004541,臺中市大里區瑞城里中興路一段2巷51弄5號,08食品製造業,083蔬果處理及其製品
651,66000,寶御食品有限公司,66004613,臺中市豐原區翁子里豐勢路一段468號1、3樓,08食品製造業,089其他食品
652,66000,人生製藥股份有限公司食品廠,66004653,臺中市西屯區協和里工業區五路3號3樓食品廠,08食品製造業,089其他食品
653,66000,裕珍馨食品股份有限公司外埔廠,66004662,臺中市外埔區大東里甲后路633號1至3樓,08食品製造業,089其他食品
654,66000,味丹企業股份有限公司沙鹿第五工廠,66004669,臺中市沙鹿區斗抵里興安路69號,"08食品製造業,18化學材料製造業","087動物飼料,181基本化學材料,183肥料"
655,66000,淂紘食品有限公司,66004673,臺中市豐原區南村里圓環東路892巷9號1樓,08食品製造業,089其他食品
656,66000,飪珍記實業有限公司,66004676,臺中市太平區中興里永平路二段476巷108號1號,08食品製造業,089其他食品
657,66000,六角國際事業股份有限公司大里廠,66004764,臺中市大里區瑞城里中興路一段2巷81弄55號,08食品製造業,089其他食品
658,66000,台中市大安區肉品市場肉品加工廠,66004767,臺中市大安區龜?里大安港路541號,08食品製造業,"081肉類處理及其製品,089其他食品"
659,66000,星洋食品有限公司,66004783,臺中市大肚區王田里沙田路一段251號1、2樓,08食品製造業,089其他食品
660,66000,歐瑟國際有限公司,66004860,臺中市大里區瑞城里中興路一段2巷25弄16號,08食品製造業,089其他食品
661,66000,尚鋒食品有限公司,66004874,臺中市太平區宜欣里中山路三段19巷40弄12號1樓,08食品製造業,086碾榖、磨粉及澱粉製品
662,66000,嘉茂生鮮有限公司,T6600170,臺中市大安區頂安里東西二路172號,08食品製造業,081肉類處理及其製品
663,66000,富脂企業社,T6600310,臺中市西屯區廣福里5鄰廣福路352巷70號1樓,08食品製造業,081肉類處理及其製品
664,66000,喜利廉有限公司,T6600348,臺中市清水區橋頭里高美路231巷27號,08食品製造業,089其他食品
665,66000,品冠現代畜產股份有限公司,T6600363,臺中市西屯區林厝里5鄰安林路50-2號,08食品製造業,081肉類處理及其製品
666,66000,耀陞食品股份有限公司,T6600395,臺中市大肚區營埔里營埔一街2號,08食品製造業,081肉類處理及其製品
667,66000,東龍雜糧有限公司,T6600438,臺中市龍井區竹坑里茄投路一段160巷48號,08食品製造業,087動物飼料
668,66000,爭鮮股份有限公司台中廠,T6600440,臺中市南屯區大興里大墩四街132號,08食品製造業,089其他食品
669,66000,元凱企業社,T6600468,臺中市烏日區東園里2鄰溪南路一段988巷386弄102號1樓,08食品製造業,087動物飼料
670,66000,香繼光股份有限公司,T6600504,臺中市太平區新光路62、62-1號,08食品製造業,"081肉類處理及其製品,082水產處理及其製品"
671,66000,容翊醬園有限公司,T6600508,臺中市大甲區江南里東西八路一段122號,08食品製造業,083蔬果處理及其製品
672,66000,羽捷食品有限公司烏日廠,T6600517,臺中市烏日區溪福路128巷50號,08食品製造業,089其他食品
673,66000,米堤食品行,T6600529,臺中市神岡區神林路48-1號,08食品製造業,089其他食品
674,66000,中農粉絲有限公司,T6600579,臺中市東區東勢里進德北路9號,08食品製造業,089其他食品
675,66000,晨為企業股份有限公司,T6600649,臺中市北屯區仁美里1鄰崇德路三段987-1號,"08食品製造業,08食品製造業",089其他食品
676,66000,佳家食品廠,T6600659,臺中市大雅區員林里中清路四段182巷99號,08食品製造業,089其他食品
677,66000,金大立食品有限公司,T6600895,臺中市大雅區昌平路三段596巷70、72號,08食品製造業,081肉類處理及其製品
678,66000,鼎泰豐企業社,T6600920,臺中市霧峰區南勢里北岸路54巷9號,08食品製造業,087動物飼料
679,66000,宜農生物科技食品有限公司,T6601068,臺中市神岡區中山路667巷62弄2-10號,08食品製造業,089其他食品
680,66000,德成企業社,T6601107,臺中市石岡區萬興里萬仙街40號,08食品製造業,"084食用油脂,086碾榖、磨粉及澱粉製品,089其他食品"
681,66000,宥青國際有限公司,T6601245,臺中市太平區光興路1295號,08食品製造業,089其他食品
682,66000,嘉盛肉品企業有限公司,T6601276,臺中市大安區頂安里五鄰東西二路172號,08食品製造業,081肉類處理及其製品
683,66000,超農實業有限公司,T6601294,臺中市太平區甲堤路468號,08食品製造業,089其他食品
